station_name,station_geo,capacity,total_activity,count,nearest_station,dateOuverture
Madeleine Vionnet,"48.90252,2.37409",34,8531.0,7866,"{'code': 33019, 'codeStr': 33019, 'name': 'Madeleine Vionnet', 'dateOuverture': '2019-10-10', 'state': 'Operative', 'nbBike': 3, 'nbEbike': 10, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 20, 'nbEDock': 2, 'latitude': '48.80292800000000', 'longitude': '2.37838000000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.80292800000000,2.37838000000000'}",2019-10-10
Gabrielle Josserand - Edouard Vaillant,"48.90272,2.39333",25,9312.0,7866,"{'code': 35003, 'codeStr': 35003, 'name': 'Gabrielle Josserand - Edouard Vaillant ', 'dateOuverture': '2018-04-13', 'state': 'Operative', 'nbBike': 5, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 15, 'nbEDock': 0, 'latitude': '48.90278883206414', 'longitude': '2.39325329661369', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90278883206414,2.39325329661369'}",2018-04-13
Jean-Baptiste Charcot - Sainte-Geneviève,"48.90311,2.27889",21,2186.0,7866,"{'code': 24007, 'codeStr': 24007, 'name': 'Jean-Baptiste Charcot - Sainte-Geneviève', 'dateOuverture': '2019-02-25', 'state': 'Operative', 'nbBike': 16, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 3, 'nbEDock': 0, 'latitude': '48.90322200000000', 'longitude': '2.27909700000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90322200000000,2.27909700000000'}",2019-02-25
Victor Hugo - Magasins Généraux,"48.90328,2.36807",34,2906.0,7866,"{'code': 33001, 'codeStr': 33001, 'name': 'Victor Hugo - Magasins Généraux', 'dateOuverture': '2018-09-26', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 31, 'nbEDock': 0, 'latitude': '48.90328140112676', 'longitude': '2.36807238310576', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90328140112676,2.36807238310576'}",2018-09-26
Mairie de Clichy,"48.90365,2.30594",51,11553.0,7866,"{'code': 21108, 'codeStr': 21108, 'name': 'Mairie Clichy', 'dateOuverture': '2018-03-12', 'state': 'Operative', 'nbBike': 30, 'nbEbike': 14, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 6, 'nbEDock': 0, 'latitude': '48.90360140312434', 'longitude': '2.30609558522701', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90360140312434,2.30609558522701'}",2018-03-12
Madame de Sanzillon - Mozart,"48.90380,2.31874",22,8918.0,7866,"{'code': 21104, 'codeStr': 21104, 'name': 'Madame de Sanzillon - Mozart', 'dateOuverture': '2018-02-20', 'state': 'Operative', 'nbBike': 6, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 15, 'nbEDock': 0, 'latitude': '48.90376250528295', 'longitude': '2.31935173273087', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90376250528295,2.31935173273087'}",2018-02-20
Gustave Eiffel - Parc des Impressionnistes,"48.90391,2.29469",30,3222.0,7866,"{'code': 21114, 'codeStr': 21114, 'name': 'Gustave Eiffel - Parc des Impressionnistes', 'dateOuverture': '2019-03-07', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 29, 'nbEDock': 0, 'latitude': '48.90359400000000', 'longitude': '2.29338700000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90359400000000,2.29338700000000'}",2019-03-07
Bordier - Félix Faure,"48.90391,2.38301",48,5956.0,7866,"{'code': 33003, 'codeStr': 33003, 'name': 'Bordier - Félix Faure', 'dateOuverture': '2018-11-14', 'state': 'Operative', 'nbBike': 5, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 43, 'nbEDock': 0, 'latitude': '48.90401140000000', 'longitude': '2.38357240000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90401140000000,2.38357240000000'}",2018-11-14
Joffre - Aigle,"48.90403,2.24510",20,1545.0,7866,"{'code': 22503, 'codeStr': 22503, 'name': 'Joffre - Aigle', 'dateOuverture': '2019-02-19', 'state': 'Operative', 'nbBike': 3, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 16, 'nbEDock': 0, 'latitude': '48.90655100000000', 'longitude': '2.24378100000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90655100000000,2.24378100000000'}",2019-02-19
Adolphe Lalyre - Armand Silvestre,"48.90406,2.27342",40,4723.0,7866,"{'code': 24006, 'codeStr': 24006, 'name': 'Adolphe Lalyre - Armand Silvestre', 'dateOuverture': '2019-01-08', 'state': 'Operative', 'nbBike': 7, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 29, 'nbEDock': 0, 'latitude': '48.90419700000000', 'longitude': '2.27339500000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90419700000000,2.27339500000000'}",2019-01-08
Guichet - Jean Jaurès,"48.90517,2.30238",28,7694.0,7866,"{'code': 21109, 'codeStr': 21109, 'name': 'Guichet - Jean Jaurès', 'dateOuverture': '2018-08-29', 'state': 'Operative', 'nbBike': 7, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 16, 'nbEDock': 0, 'latitude': '48.90513080000000', 'longitude': '2.30237730000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90513080000000,2.30237730000000'}",2018-08-29
Parc Roger Salengro,"48.90530,2.31056",36,5572.0,7866,"{'code': 21110, 'codeStr': 21110, 'name': 'Parc Roger Salengro', 'dateOuverture': '2018-01-19', 'state': 'Operative', 'nbBike': 12, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 18, 'nbEDock': 0, 'latitude': '48.90544710468085', 'longitude': '2.31074854731560', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90544710468085,2.31074854731560'}",2018-01-19
Théâtre,"48.90577,2.23539",20,1630.0,7866,"{'code': 22501, 'codeStr': 22501, 'name': 'Théâtre', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 7, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 10, 'nbEDock': 0, 'latitude': '48.90566300000000', 'longitude': '2.23534100000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90566300000000,2.23534100000000'}",2019-03-28
Château - République,"48.90593,2.25363",20,2864.0,7866,"{'code': 22504, 'codeStr': 22504, 'name': 'Château - République', 'dateOuverture': '2019-02-19', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 0, 'nbEDock': 0, 'latitude': '48.90592800000000', 'longitude': '2.25362900000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90592800000000,2.25362900000000'}",2019-02-19
Kléber - National,"48.90633,2.23939",20,3549.0,7866,"{'code': 22502, 'codeStr': 22502, 'name': 'Kléber - National', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 17, 'nbEDock': 0, 'latitude': '48.90642000000000', 'longitude': '2.23938000000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90642000000000,2.23938000000000'}",2019-03-28
Gare d'Asnières sur Seine,"48.90636,2.28351",24,6755.0,7866,"{'code': 26001, 'codeStr': 26001, 'name': 'Gare', 'dateOuverture': '2019-03-05', 'state': 'Operative', 'nbBike': 13, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 4, 'nbEDock': 0, 'latitude': '48.90641300000000', 'longitude': '2.28398690000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90641300000000,2.28398690000000'}",2019-03-05
Proudhon - Président Wilson,"48.90644,2.35849",30,5362.0,7866,"{'code': 32001, 'codeStr': 32001, 'name': 'Proudhon - Président Wilson', 'dateOuverture': '2018-08-28', 'state': 'Operative', 'nbBike': 3, 'nbEbike': 10, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 17, 'nbEDock': 0, 'latitude': '48.90646900000000', 'longitude': '2.35844200000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90646900000000,2.35844200000000'}",2018-08-28
République - Henri Barbusse,"48.90662,2.38943",32,8142.0,7866,"{'code': 33005, 'codeStr': 33005, 'name': 'République - Henry Barbusse', 'dateOuverture': '2018-06-14', 'state': 'Operative', 'nbBike': 6, 'nbEbike': 7, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 17, 'nbEDock': 0, 'latitude': '48.90644232274772', 'longitude': '2.38928496837616', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90644232274772,2.38928496837616'}",2018-06-14
Mairie de La Garenne Colombes,"48.90664,2.24680",22,2596.0,7866,"{'code': 22505, 'codeStr': 22505, 'name': 'Mairie', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 6, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 9, 'nbEDock': 0, 'latitude': '48.90647500000000', 'longitude': '2.24695500000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90647500000000,2.24695500000000'}",2019-03-28
Place du Front Populaire - George Sand,"48.90681,2.36454",35,9275.0,7866,"{'code': 32021, 'codeStr': 32021, 'name': 'Place du Front Populaire - George Sand', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 56, 'nbEDock': 0, 'latitude': '48.90669100000000', 'longitude': '2.36514400000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90669100000000,2.36514400000000'}",2019-03-28
Jean Jaurès - Presles,"48.90713,2.39601",30,5028.0,7866,"{'code': 35002, 'codeStr': 35002, 'name': '35002 - JAURES 2 (PANTIN)', 'dateOuverture': '2018-01-31', 'state': 'Operative', 'nbBike': 4, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 25, 'nbEDock': 0, 'latitude': '48.90722601266413', 'longitude': '2.39612920044567', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90722601266413,2.39612920044567'}",2018-01-31
Square Gilbert Thomain,"48.90717,2.26954",20,3619.0,7866,"{'code': 26007, 'codeStr': 26007, 'name': 'Square Thomain', 'dateOuverture': '2019-06-20', 'state': 'Operative', 'nbBike': 4, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 11, 'nbEDock': 0, 'latitude': '48.90717373809284', 'longitude': '2.26954009383917', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90717373809284,2.26954009383917'}",2019-06-20
Professeur René Leriche - Général Leclerc ,"48.90783,2.30789",50,10207.0,7866,"{'code': 21111, 'codeStr': 21111, 'name': 'Professeur René Leriche-général Leclerc ', 'dateOuverture': '2018-09-04', 'state': 'Operative', 'nbBike': 15, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 34, 'nbEDock': 0, 'latitude': '48.90804770000000', 'longitude': '2.30750780000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90804770000000,2.30750780000000'}",2018-09-04
Félix Faure - Sadi Carnot,"48.90812,2.37862",33,4178.0,7866,"{'code': 33009, 'codeStr': 33009, 'name': 'Félix Faure - Sadi Carnot', 'dateOuverture': '2018-02-22', 'state': 'Operative', 'nbBike': 4, 'nbEbike': 8, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 19, 'nbEDock': 0, 'latitude': '48.90788575726673', 'longitude': '2.37883847406415', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90788575726673,2.37883847406415'}",2018-02-22
Wilson - Métallurgie,"48.90942,2.35844",28,5653.0,7866,"{'code': 32003, 'codeStr': 32003, 'name': 'Wilson - Métallurgie', 'dateOuverture': '2018-08-29', 'state': 'Operative', 'nbBike': 13, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 12, 'nbEDock': 0, 'latitude': '48.90933000000000', 'longitude': '2.35805000000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90933000000000,2.35805000000000'}",2018-08-29
Gare de la Garenne-Colombes,"48.90975,2.23915",28,2608.0,7866,"{'code': 27004, 'codeStr': 27004, 'name': 'Gare de la Garenne-Colombes', 'dateOuverture': '2018-12-24', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 14, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 11, 'nbEDock': 0, 'latitude': '48.90975200000000', 'longitude': '2.23914500000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90975200000000,2.23914500000000'}",2018-12-24
Hôtel de Ville d'Asnières sur Seine,"48.90999,2.28824",30,7555.0,7866,,
Claude Debussy - Marc Bloch,"48.91039,2.31178",28,4691.0,7786,"{'code': 21112, 'codeStr': 21112, 'name': 'Claude Debussy - Marc Bloch', 'dateOuverture': '2018-02-20', 'state': 'Operative', 'nbBike': 16, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 36, 'nbEDock': 1, 'latitude': '48.91034917741103', 'longitude': '2.31121189892292', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91034917741103,2.31121189892292'}",2018-02-20
André Karman - République,"48.91040,2.38514",31,4999.0,7866,"{'code': 33006, 'codeStr': 33006, 'name': 'André Karman  République', 'dateOuverture': '2018-05-17', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 28, 'nbEDock': 0, 'latitude': '48.91026740000000', 'longitude': '2.38501270000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91026740000000,2.38501270000000'}",2018-05-17
Jean Jaurès - Ouvrières Pivéreuses,"48.91042,2.39958",20,4566.0,7866,"{'code': 35001, 'codeStr': 35001, 'name': 'Jean Jaurès - Ouvrières Pivéreuses', 'dateOuverture': '2018-08-15', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 15, 'nbEDock': 0, 'latitude': '48.91013700000000', 'longitude': '2.39932500000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91013700000000,2.39932500000000'}",2018-08-15
Waldeck Rochet - Germaine Tillon,"48.91106,2.36763",31,4510.0,7866,"{'code': 33020, 'codeStr': 33020, 'name': 'Waldeck Rochet - Germaine Tillon', 'dateOuverture': '2019-10-10', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 27, 'nbEDock': 0, 'latitude': '48.81468200000000', 'longitude': '2.36138900000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.81468200000000,2.36138900000000'}",2019-10-10
Edouard Poisson - Victor Hugo,"48.91114,2.37927",30,6235.0,7866,"{'code': 33018, 'codeStr': 33018, 'name': 'Edouard Poisson Victor Hugo', 'dateOuverture': '2018-07-24', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 25, 'nbEDock': 0, 'latitude': '48.91130450000000', 'longitude': '2.37987460000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91130450000000,2.37987460000000'}",2018-07-24
Gare des Vallées,"48.91318,2.25773",20,3677.0,7866,"{'code': 22506, 'codeStr': 22506, 'name': 'Gare des Vallées', 'dateOuverture': '2019-01-25', 'state': 'Operative', 'nbBike': 6, 'nbEbike': 12, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 0, 'nbEDock': 0, 'latitude': '48.91317900000000', 'longitude': '2.25772600000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91317900000000,2.25772600000000'}",2019-01-25
Averroès - Aimé Césaire,"48.91405,2.41264",19,3363.0,7866,"{'code': 35015, 'codeStr': 35015, 'name': 'Averroès - Aimé Césaire', 'dateOuverture': '2019-02-13', 'state': 'Operative', 'nbBike': 5, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 11, 'nbEDock': 0, 'latitude': '48.91368700000000', 'longitude': '2.41292500000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91368700000000,2.41292500000000'}",2019-02-13
Square Victor Basch,"48.91430,2.22892",20,3754.0,7866,"{'code': 27001, 'codeStr': 27001, 'name': 'Square Victor Basch', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 14, 'nbEDock': 0, 'latitude': '48.91383060000000', 'longitude': '2.22925700000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91383060000000,2.22925700000000'}",2019-03-28
Fort d'Aubervilliers,"48.91502,2.40353",22,4857.0,7866,"{'code': 33016, 'codeStr': 33016, 'name': ""Fort d'Aubervilliers"", 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 6, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 8, 'nbEDock': 0, 'latitude': '48.91488200000000', 'longitude': '2.40349300000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91488200000000,2.40349300000000'}",2019-03-28
Landy - Heurtault,"48.91510,2.37595",30,5160.0,7866,"{'code': 33012, 'codeStr': 33012, 'name': 'Landy - Heurtault', 'dateOuverture': '2018-03-12', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 28, 'nbEDock': 0, 'latitude': '48.91503197613346', 'longitude': '2.37627893686295', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91503197613346,2.37627893686295'}",2018-03-12
Wilson - Landy,"48.91517,2.35763",40,5708.0,7866,"{'code': 32004, 'codeStr': 32004, 'name': 'Wilson - Landy', 'dateOuverture': '2018-08-29', 'state': 'Operative', 'nbBike': 4, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 32, 'nbEDock': 0, 'latitude': '48.91519800000000', 'longitude': '2.35750000000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91519800000000,2.35750000000000'}",2018-08-29
Anatole France - President Roosevelt,"48.91552,2.38141",29,7930.0,7866,"{'code': 33017, 'codeStr': 33017, 'name': 'Anatole France-President Roosevelt', 'dateOuverture': '2018-11-20', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 23, 'nbEDock': 0, 'latitude': '48.91551560000000', 'longitude': '2.38141030000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91551560000000,2.38141030000000'}",2018-11-20
Bas - Gabriel Péri,"48.91586,2.29481",30,7259.0,7866,"{'code': 26006, 'codeStr': 26006, 'name': 'Bas - Gabriel Péri', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 9, 'nbEbike': 14, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 5, 'nbEDock': 0, 'latitude': '48.91574300000000', 'longitude': '2.29452900000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91574300000000,2.29452900000000'}",2019-03-28
Place aux Étoiles,"48.91836,2.35234",40,3498.0,7866,"{'code': 32010, 'codeStr': 32010, 'name': 'Place aux Étoiles', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 7, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 33, 'nbEDock': 0, 'latitude': '48.91914100000000', 'longitude': '2.35211800000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91914100000000,2.35211800000000'}",2019-03-28
Charles Tillon - Cimetière Communal,"48.91844,2.39356",31,4705.0,7866,"{'code': 33015, 'codeStr': 33015, 'name': 'Charles Tillon-Cimetière Communal', 'dateOuverture': '2018-04-16', 'state': 'Operative', 'nbBike': 9, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 18, 'nbEDock': 0, 'latitude': '48.91866958994945', 'longitude': '2.39319931715727', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91866958994945,2.39319931715727'}",2018-04-16
Parc Eli Lotar,"48.91845,2.37271",20,3429.0,7866,"{'code': 33014, 'codeStr': 33014, 'name': 'Parc Eli Lotar', 'dateOuverture': '2018-04-16', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 18, 'nbEDock': 0, 'latitude': '48.91840652730917', 'longitude': '2.37273506820202', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91840652730917,2.37273506820202'}",2018-04-16
Argenteuil - Voltaire,"48.91865,2.28141",16,5481.0,7866,"{'code': 26003, 'codeStr': 26003, 'name': 'Argenteuil - Voltaire', 'dateOuverture': '2020-03-02', 'state': 'Operative', 'nbBike': 5, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 6, 'nbEDock': 0, 'latitude': '48.91807270000000', 'longitude': '2.28144860000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91807270000000,2.28144860000000'}",2020-03-02
Stade de France,"48.91914,2.36207",44,6804.0,7866,"{'code': 32011, 'codeStr': 32011, 'name': 'Stade de France', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 6, 'nbEbike': 7, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 31, 'nbEDock': 0, 'latitude': '48.92033259900000', 'longitude': '2.36171039900000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.92033259900000,2.36171039900000'}",2019-03-28
Gare RER les Grésillons,"48.91990,2.31458",22,4197.0,7866,"{'code': 26004, 'codeStr': 26004, 'name': 'Gare RER les Grésillons', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 8, 'nbEbike': 8, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 4, 'nbEDock': 0, 'latitude': '48.91488200000000', 'longitude': '2.40349300000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91488200000000,2.40349300000000'}",2019-03-28
