station_name,station_geo,capacity,total_activity,count,nearest_station,dateOuverture
Ancien Canal - Hélène Brion,"48.89485,2.41883",23,5513.0,7866,"{'code': 35018, 'codeStr': 35018, 'name': 'Ancien Canal - Hélène Brion', 'dateOuverture': '2019-03-26', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 17, 'nbEDock': 0, 'latitude': '48.89489600000000', 'longitude': '2.41892500000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89489600000000,2.41892500000000'}",2019-03-26
Tristan Tzara -  Tchaïkovski,"48.89490,2.36485",33,3772.0,7174,"{'code': 18201, 'codeStr': 18201, 'name': 'Tzara', 'dateOuverture': '2020-11-18', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 27, 'nbEDock': 0, 'latitude': '48.89487998110829', 'longitude': '2.36465960922966', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89487998110829,2.36465960922966'}",2020-11-18
Anatole France - Jean Lolive,"48.89499,2.42538",28,5284.0,7866,"{'code': 35019, 'codeStr': 35019, 'name': 'Anatole France Jean Lolive', 'dateOuverture': '2018-05-23', 'state': 'Operative', 'nbBike': 3, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 19, 'nbEDock': 0, 'latitude': '48.89499220000000', 'longitude': '2.42537640000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89499220000000,2.42537640000000'}",2018-05-23
Gare de Nanterre Ville,"48.89503,2.19579",43,3673.0,7866,"{'code': 92005, 'codeStr': 92005, 'name': 'Ville-RER', 'dateOuverture': '2018-09-19', 'state': 'Operative', 'nbBike': 25, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 9, 'nbEDock': 0, 'latitude': '48.89502950000000', 'longitude': '2.19579320000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89502950000000,2.19579320000000'}",2018-09-19
Rond-Point de la Chapelle,"48.89513,2.35997",49,11357.0,7866,,
Championnet,"48.89536,2.34982",22,6735.0,7866,"{'code': 18101, 'codeStr': 18101, 'name': 'Championnet', 'dateOuverture': '2018-01-30', 'state': 'Operative', 'nbBike': 4, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 16, 'nbEDock': 0, 'latitude': '48.89536430000000', 'longitude': '2.34981660000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89536430000000,2.34981660000000'}",2018-01-30
Poissonniers - Championnet,"48.89543,2.35302",28,8279.0,7866,"{'code': 18139, 'codeStr': 18139, 'name': 'Poissonniers - Championnet', 'dateOuverture': '2019-01-21', 'state': 'Operative', 'nbBike': 4, 'nbEbike': 7, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 16, 'nbEDock': 28, 'latitude': '48.89574200000000', 'longitude': '2.35313700000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89574200000000,2.35313700000000'}",2019-01-21
Quai de l'Aisne - Général Leclerc,"48.89571,2.40057",27,8201.0,7866,"{'code': 35005, 'codeStr': 35005, 'name': ""Quai de l'Aisne - Général Leclerc"", 'dateOuverture': '2018-07-24', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 16, 'nbEDock': 0, 'latitude': '48.89571300000000', 'longitude': '2.40057100000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89571300000000,2.40057100000000'}",2018-07-24
Pesaro - Préfecture,"48.89577,2.22391",22,2599.0,7866,"{'code': 92007, 'codeStr': 92007, 'name': 'Pesaro - Préfecture', 'dateOuverture': '2019-10-10', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 20, 'nbEDock': 0, 'latitude': '48.89571300000000', 'longitude': '2.22386000000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89571300000000,2.22386000000000'}",2019-10-10
Place Albert Kahn,"48.89580,2.34559",46,9798.0,7866,,
Jacques Kellner - Saint-Ouen,"48.89581,2.32790",45,8852.0,7866,"{'code': 17003, 'codeStr': 17003, 'name': 'Jacques Kellner - Saint-Ouen', 'dateOuverture': '2018-03-22', 'state': 'Operative', 'nbBike': 6, 'nbEbike': 7, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 31, 'nbEDock': 5, 'latitude': '48.89580948580289', 'longitude': '2.32789740916415', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89580948580289,2.32789740916415'}",2018-03-22
Navier - Epinettes,"48.89588,2.32268",36,7533.0,7866,"{'code': 17007, 'codeStr': 17007, 'name': 'Navier - Épinettes', 'dateOuverture': '2018-02-19', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 27, 'nbEDock': 0, 'latitude': '48.89591411750011', 'longitude': '2.32272736705483', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89591411750011,2.32272736705483'}",2018-02-19
Cambrai - Benjamin Constant,"48.89595,2.38113",43,3000.0,7866,"{'code': 19033, 'codeStr': 19033, 'name': 'Cambrai - Benjamin Constant', 'dateOuverture': '2018-02-23', 'state': 'Operative', 'nbBike': 3, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 37, 'nbEDock': 1, 'latitude': '48.89594736851349', 'longitude': '2.38113380224632', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89594736851349,2.38113380224632'}",2018-02-23
Bessières - Porte de Clichy,"48.89612,2.31791",33,7294.0,7866,"{'code': 17108, 'codeStr': 17108, 'name': 'Bessières - Porte de Clichy', 'dateOuverture': '2018-10-03', 'state': 'Operative', 'nbBike': 12, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 18, 'nbEDock': 0, 'latitude': '48.89611762451474', 'longitude': '2.31790903955698', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89611762451474,2.31790903955698'}",2018-10-03
Delizy - Louis Nadot,"48.89621,2.40946",23,5012.0,7866,"{'code': 35006, 'codeStr': 35006, 'name': 'Delizy - Louis Nadot', 'dateOuverture': '2018-10-04', 'state': 'Operative', 'nbBike': 12, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 8, 'nbEDock': 0, 'latitude': '48.89636625691820', 'longitude': '2.40929055958986', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89636625691820,2.40929055958986'}",2018-10-04
Leibniz - Jean Dollfus,"48.89633,2.33339",32,6116.0,7866,"{'code': 18034, 'codeStr': 18034, 'name': 'Leibniz - Jean Dollfus', 'dateOuverture': '2018-02-28', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 27, 'nbEDock': 0, 'latitude': '48.89632834851599', 'longitude': '2.33339042383468', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89632834851599,2.33339042383468'}",2018-02-28
Gaston Tessier - Rosa Parks RER,"48.89638,2.37437",37,9391.0,7866,"{'code': 19108, 'codeStr': 19108, 'name': 'Gaston Tessier - Rosa Parks RER', 'dateOuverture': '2018-09-13', 'state': 'Operative', 'nbBike': 5, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 28, 'nbEDock': 2, 'latitude': '48.89637650000000', 'longitude': '2.37436920000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89637650000000,2.37436920000000'}",2018-09-13
Cité des Sciences et de l'Industrie,"48.89660,2.38460",30,8960.0,7866,"{'code': 19009, 'codeStr': 19009, 'name': ""Cité des Sciences et de l'Industrie"", 'dateOuverture': '2018-03-23', 'state': 'Operative', 'nbBike': 10, 'nbEbike': 17, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 3, 'nbEDock': 0, 'latitude': '48.89659571178903', 'longitude': '2.38459914922714', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89659571178903,2.38459914922714'}",2018-03-23
Place Charles de Gaulle,"48.89664,2.25257",28,4647.0,7866,"{'code': 24101, 'codeStr': 24101, 'name': 'Place Charles de Gaulle', 'dateOuverture': '2021-09-22', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 20, 'nbEDock': 0, 'latitude': '48.82654572003984', 'longitude': '2.18925887360882', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.82654572003984,2.18925887360882'}",2021-09-22
Belliard - Damrémont,"48.89669,2.33802",34,7950.0,7866,"{'code': 18033, 'codeStr': 18033, 'name': 'Belliard - Damrémont', 'dateOuverture': '2018-04-05', 'state': 'Operative', 'nbBike': 3, 'nbEbike': 4, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 27, 'nbEDock': 0, 'latitude': '48.89669238777841', 'longitude': '2.33802345038817', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89669238777841,2.33802345038817'}",2018-04-05
Gare de Clichy-Levallois ,"48.89680,2.29847",26,7912.0,7866,"{'code': 23005, 'codeStr': 23005, 'name': 'gare de clichy-Levallois ', 'dateOuverture': '2018-07-02', 'state': 'Operative', 'nbBike': 14, 'nbEbike': 6, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 3, 'nbEDock': 0, 'latitude': '48.89662230000000', 'longitude': '2.29859240000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89662230000000,2.29859240000000'}",2018-07-02
Chancé Milly - Cimetière Communal Sud,"48.89687,2.30392",32,5343.0,7866,"{'code': 21115, 'codeStr': 21115, 'name': 'Chancé Milly - Cimetière Communal Sud', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 5, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 24, 'nbEDock': 0, 'latitude': '48.89736900000000', 'longitude': '2.30341900000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89736900000000,2.30341900000000'}",2019-03-28
Cesaria Evora - Rosa Parks,"48.89718,2.37452",40,1925.0,2580,"{'code': 19111, 'codeStr': 19111, 'name': 'Cesaria Evora - Rosa Parks', 'dateOuverture': '2019-02-13', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 34, 'nbEDock': 2, 'latitude': '48.89631420000000', 'longitude': '2.37444149000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89631420000000,2.37444149000000'}",2019-02-13
Place du Président Salvador Allende,"48.89731,2.40079",60,6538.0,7866,"{'code': 35004, 'codeStr': 35004, 'name': 'Place du Président Salvador Allende', 'dateOuverture': '2018-07-02', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 54, 'nbEDock': 0, 'latitude': '48.89743902102618', 'longitude': '2.40070212632418', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89743902102618,2.40070212632418'}",2018-07-02
Grands Moulins de Pantin,"48.89738,2.39600",50,3655.0,7866,"{'code': 19044, 'codeStr': 19044, 'name': 'Grands Moulins de Pantin', 'dateOuverture': '2018-01-01', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 47, 'nbEDock': 0, 'latitude': '48.89713005307456', 'longitude': '2.39607900820668', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89713005307456,2.39607900820668'}",2018-01-01
Porte de Clignancourt,"48.89749,2.34400",56,11935.0,7866,"{'code': 18032, 'codeStr': 18032, 'name': 'Porte de Clignancourt', 'dateOuverture': '2018-07-02', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 8, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 46, 'nbEDock': 0, 'latitude': '48.89748800000000', 'longitude': '2.34399600000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89748800000000,2.34399600000000'}",2018-07-02
Place Nelson Mandela,"48.89787,2.21828",30,1583.0,7866,"{'code': 92006, 'codeStr': 92006, 'name': 'Place Nelson Mandela', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 22, 'nbEDock': 0, 'latitude': '48.89832300000000', 'longitude': '2.21943500000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89832300000000,2.21943500000000'}",2019-03-28
Arthur Ranc - Hôpital Bichat,"48.89787,2.33352",26,6199.0,7866,"{'code': 18112, 'codeStr': 18112, 'name': 'Arthur Ranc - Hôpital Bichat', 'dateOuverture': '2018-03-23', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 21, 'nbEDock': 0, 'latitude': '48.89787125006820', 'longitude': '2.33352184295654', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89787125006820,2.33352184295654'}",2018-03-23
Porte Pouchet-Bessières,"48.89788,2.32306",23,8258.0,7866,"{'code': 17008, 'codeStr': 17008, 'name': 'Porte Pouchet-Bessières', 'dateOuverture': '2018-10-18', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 7, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 13, 'nbEDock': 0, 'latitude': '48.89787650000000', 'longitude': '2.32306320000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89787650000000,2.32306320000000'}",2018-10-18
Ney - Porte de Clignancourt ,"48.89789,2.34580",25,5620.0,7866,"{'code': 18032, 'codeStr': 18032, 'name': 'Porte de Clignancourt', 'dateOuverture': '2018-07-02', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 8, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 46, 'nbEDock': 0, 'latitude': '48.89748800000000', 'longitude': '2.34399600000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89748800000000,2.34399600000000'}",2018-07-02
Arche - Léonard de Vinci,"48.89791,2.23837",28,4889.0,7866,"{'code': 24001, 'codeStr': 24001, 'name': 'Léonard de Vinci', 'dateOuverture': '2019-06-20', 'state': 'Operative', 'nbBike': 3, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 21, 'nbEDock': 0, 'latitude': '48.89798586397561', 'longitude': '2.23819278180599', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89798586397561,2.23819278180599'}",2019-06-20
Porte de Saint-Ouen - Bessières,"48.89792,2.32851",42,10736.0,7866,"{'code': 17044, 'codeStr': 17044, 'name': 'Porte de Saint-Ouen - Bessiéres', 'dateOuverture': '2018-06-20', 'state': 'Operative', 'nbBike': 21, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 18, 'nbEDock': 0, 'latitude': '48.89792240854517', 'longitude': '2.32851451022192', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89792240854517,2.32851451022192'}",2018-06-20
Ney - Porte de Montmartre,"48.89792,2.33649",25,5378.0,7866,"{'code': 18134, 'codeStr': 18134, 'name': 'Ney - Porte de Montmartre', 'dateOuverture': '2018-10-05', 'state': 'Operative', 'nbBike': 10, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 15, 'nbEDock': 0, 'latitude': '48.89791800000000', 'longitude': '2.33648720000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89791800000000,2.33648720000000'}",2018-10-05
Paul Vaillant-Couturier - Victor Hugo,"48.89820,2.29385",36,7089.0,7866,"{'code': 23004, 'codeStr': 23004, 'name': 'Paul Vaillant-Couturier - Victor Hugo', 'dateOuverture': '2018-02-27', 'state': 'Operative', 'nbBike': 15, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 12, 'nbEDock': 0, 'latitude': '48.89819702263572', 'longitude': '2.29384801797407', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89819702263572,2.29384801797407'}",2018-02-27
Président Wilson - Baudin,"48.89827,2.28493",28,6744.0,7866,"{'code': 23003, 'codeStr': 23003, 'name': 'Président Wilson-Baudin', 'dateOuverture': '2018-09-19', 'state': 'Operative', 'nbBike': 12, 'nbEbike': 10, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 4, 'nbEDock': 0, 'latitude': '48.89805010000000', 'longitude': '2.28525870000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89805010000000,2.28525870000000'}",2018-09-19
Porte de la Villette,"48.89835,2.38615",27,5311.0,7866,"{'code': 19115, 'codeStr': 19115, 'name': 'Porte de la Villette', 'dateOuverture': '2018-01-11', 'state': 'Operative', 'nbBike': 6, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 19, 'nbEDock': 0, 'latitude': '48.89835196548483', 'longitude': '2.38615013659000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89835196548483,2.38615013659000'}",2018-01-11
Pont de Levallois-bécon ,"48.89842,2.27913",50,6913.0,7866,"{'code': 23002, 'codeStr': 23002, 'name': 'Pont de Levallois-bécon ', 'dateOuverture': '2018-09-04', 'state': 'Operative', 'nbBike': 9, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 35, 'nbEDock': 0, 'latitude': '48.89841790000000', 'longitude': '2.27913110000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89841790000000,2.27913110000000'}",2018-09-04
Porte d'Aubervilliers,"48.89860,2.36897",55,6702.0,7866,"{'code': 18049, 'codeStr': 18049, 'name': ""Porte d'Aubervilliers"", 'dateOuverture': '2018-03-06', 'state': 'Operative', 'nbBike': 11, 'nbEbike': 13, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 30, 'nbEDock': 0, 'latitude': '48.89859661942376', 'longitude': '2.36897226423025', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89859661942376,2.36897226423025'}",2018-03-06
Porte de Saint-Ouen - Henri Huchard,"48.89871,2.32954",26,10268.0,7866,"{'code': 17124, 'codeStr': 17124, 'name': 'Porte de Saint-Ouen - Henri Huchard', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 6, 'nbEbike': 5, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 15, 'nbEDock': 0, 'latitude': '48.89864100000000', 'longitude': '2.32900900000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89864100000000,2.32900900000000'}",2019-03-28
Ney - Charles Hermite,"48.89875,2.36458",20,3320.0,7866,"{'code': 18138, 'codeStr': 18138, 'name': 'Ney - Charles Hermite', 'dateOuverture': '2019-03-12', 'state': 'Operative', 'nbBike': 5, 'nbEbike': 11, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 4, 'nbEDock': 0, 'latitude': '48.89874803977525', 'longitude': '2.36457545310259', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89874803977525,2.36457545310259'}",2019-03-12
Square Claude Bernard,"48.89876,2.37533",30,11104.0,7866,"{'code': 19110, 'codeStr': 19110, 'name': 'Square Claude Bernard', 'dateOuverture': '2018-01-11', 'state': 'Operative', 'nbBike': 4, 'nbEbike': 13, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 12, 'nbEDock': 0, 'latitude': '48.89876016219984', 'longitude': '2.37532574683428', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89876016219984,2.37532574683428'}",2018-01-11
Neuilly - Petit,"48.89897,2.29628",16,2761.0,5572,"{'code': 21118, 'codeStr': 21118, 'name': 'Neuilly - Petit', 'dateOuverture': '2019-02-07', 'state': 'Operative', 'nbBike': 13, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 3, 'nbEDock': 0, 'latitude': '48.89904400000000', 'longitude': '2.29631000000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89904400000000,2.29631000000000'}",2019-02-07
René Binet - Porte de Montmartre,"48.89905,2.33655",37,8561.0,7449,"{'code': 18035, 'codeStr': 18035, 'name': 'René Binet - Porte de Montmartre', 'dateOuverture': '2018-03-29', 'state': 'Operative', 'nbBike': 3, 'nbEbike': 7, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 26, 'nbEDock': 0, 'latitude': '48.89905109950848', 'longitude': '2.33655340969563', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89905109950848,2.33655340969563'}",2018-03-29
Bertrand Sincholle - Henri Barbusse,"48.89926,2.30423",24,7938.0,7866,"{'code': 21107, 'codeStr': 21107, 'name': 'Bertrand Sincholle - Henri Barbusse', 'dateOuverture': '2018-04-27', 'state': 'Operative', 'nbBike': 10, 'nbEbike': 2, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 10, 'nbEDock': 0, 'latitude': '48.89925938313250', 'longitude': '2.30416473001242', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89925938313250,2.30416473001242'}",2018-04-27
Neuilly - Petit,"48.89929,2.29669",16,925.0,2294,"{'code': 21118, 'codeStr': 21118, 'name': 'Neuilly - Petit', 'dateOuverture': '2019-02-07', 'state': 'Operative', 'nbBike': 13, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 3, 'nbEDock': 0, 'latitude': '48.89904400000000', 'longitude': '2.29631000000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89904400000000,2.29631000000000'}",2019-02-07
Gare de Courbevoie,"48.89939,2.25065",36,3611.0,7866,"{'code': 24002, 'codeStr': 24002, 'name': 'Gare', 'dateOuverture': '2018-11-13', 'state': 'Operative', 'nbBike': 6, 'nbEbike': 8, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 20, 'nbEDock': 0, 'latitude': '48.89938670000000', 'longitude': '2.25065060000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89938670000000,2.25065060000000'}",2018-11-13
Porte de Clignancourt - Ney,"48.89964,2.34432",40,11856.0,7866,"{'code': 18140, 'codeStr': 18140, 'name': 'Porte de Clignancourt - Ney', 'dateOuverture': '2019-03-06', 'state': 'Operative', 'nbBike': 7, 'nbEbike': 10, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 22, 'nbEDock': 0, 'latitude': '48.89867400000000', 'longitude': '2.34411800000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.89867400000000,2.34411800000000'}",2019-03-06
Paix - Verdun,"48.90050,2.26117",35,4963.0,7866,"{'code': 24004, 'codeStr': 24004, 'name': 'Paix - Verdun', 'dateOuverture': '2018-12-27', 'state': 'Operative', 'nbBike': 7, 'nbEbike': 17, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 9, 'nbEDock': 0, 'latitude': '48.90050400000000', 'longitude': '2.26117300000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90050400000000,2.26117300000000'}",2018-12-27
Emile Reynaud - Porte de la Villette ,"48.90099,2.38870",22,9391.0,7866,"{'code': 19010, 'codeStr': 19010, 'name': 'Emile Reynaud - Porte de la Villette ', 'dateOuverture': '2018-01-23', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 19, 'nbEDock': 0, 'latitude': '48.90098953630053', 'longitude': '2.38870225846767', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90098953630053,2.38870225846767'}",2018-01-23
Université,"48.90136,2.21269",20,1881.0,7866,"{'code': 32013, 'codeStr': 32013, 'name': 'Université', 'dateOuverture': '2019-03-28', 'state': 'Operative', 'nbBike': 2, 'nbEbike': 8, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 14, 'nbEDock': 0, 'latitude': '48.91110000000000', 'longitude': '2.35846900000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.91110000000000,2.35846900000000'}",2019-03-28
Edith Cavell - Volta,"48.90162,2.26935",33,3917.0,7866,"{'code': 24005, 'codeStr': 24005, 'name': 'Edith Cavell - Volta', 'dateOuverture': '2019-03-20', 'state': 'Operative', 'nbBike': 1, 'nbEbike': 3, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 27, 'nbEDock': 0, 'latitude': '48.90242500000000', 'longitude': '2.26870800000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90242500000000,2.26870800000000'}",2019-03-20
Toffier Decaux - Cartier Bresson,"48.90165,2.40175",15,3498.0,7866,"{'code': 35017, 'codeStr': 35017, 'name': 'Toffier Decaux - Cartier Bresson', 'dateOuverture': '2019-01-10', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 17, 'nbEDock': 0, 'latitude': '48.90241500000000', 'longitude': '2.40282800000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90241500000000,2.40282800000000'}",2019-01-10
Belfort - Victor Hugo,"48.90185,2.31727",24,6818.0,7866,"{'code': 21119, 'codeStr': 21119, 'name': 'Martissot - Victor Hugo', 'dateOuverture': '2019-08-21', 'state': 'Operative', 'nbBike': 11, 'nbEbike': 1, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 11, 'nbEDock': 0, 'latitude': '48.90184920000000', 'longitude': '2.31727240000000', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90184920000000,2.31727240000000'}",2019-08-21
Morice - Général Leclerc,"48.90245,2.31289",25,9962.0,7866,"{'code': 21105, 'codeStr': 21105, 'name': 'Morice -- Général Leclerc', 'dateOuverture': '2018-04-15', 'state': 'Operative', 'nbBike': 0, 'nbEbike': 0, 'nbBikeOverflow': 0, 'nbEbikeOverflow': 0, 'nbFreeEDock': 25, 'nbEDock': 0, 'latitude': '48.90261519384035', 'longitude': '2.31332063650202', 'overflow': '0', 'overflowActivation': '0', 'station_geo': '48.90261519384035,2.31332063650202'}",2018-04-15
